Question,Choice,Reviewed,Clean,Answers,Company,Date Created,ID,Position Title,NA Type
How to optimize showing pop-up for registration in Mobile app?,1,,,[],Tiger Analytics,"Jan 13, 2019",InterviewQuestionResult_2059,Principal Data Scientist,
What do you know about Factoring,,,,[],LSQ,"Jan 13, 2019",InterviewQuestionResult_3831,Data Analyst,
" SQL: The names of salespeople that have 2 or more orders. When was the earliest and latest order made ? cumulative sum Python: IP Address Binary Search, Facebook Friends Tree, ",1,,,['cqn you elabkrate o. the ip address binary search and the friends tree'],Facebook,"Jan 13, 2019",InterviewQuestionResult_897,Data Engineer,
How proficient are you with tableau and tell me about your experience.,,,,[],YMCA,"Jan 12, 2019",InterviewQuestionResult_3828,Data Analyst,
Importance of Databases to the financial services industry?,,,,[],Santander,"Jan 12, 2019",InterviewQuestionResult_3829,Data Services Analyst,
Describe yourself in three words.,,,,[],Groundspeed,"Jan 12, 2019",InterviewQuestionResult_3830,Data Analyst,
I had used AR model in my project (write-up). Why did you decide to use AR model over any other model?,,,,[],Second Measure,"Jan 11, 2019",InterviewQuestionResult_2056,Data Scientist,
How will you detect bias in a dataset if the population/users keep changing due to dropout?,1,,,[],Second Measure,"Jan 11, 2019",InterviewQuestionResult_2057,Data Scientist,
What kind of hypothesis testing can you use to detect bias?,1,,,[],Second Measure,"Jan 11, 2019",InterviewQuestionResult_2058,Data Scientist,
Discussion of previous projects,,,,['Machine learning concepts'],CognitiveScale,"Jan 11, 2019",InterviewQuestionResult_155,Machine Learning Engineer,
" The system design question was about how to design a large-scale system (think of things like gmail, google search, etc etc.) I won't give the specifics here, but I talked about server redundancy, load balancing, database design, latency, etc etc. ",1,,,[],Google,"Jan 11, 2019",InterviewQuestionResult_156,Machine Learning Software Engineer,
" Behavioral questions.. reason for job change, etc",,,,[],Groupon,"Jan 10, 2019",InterviewQuestionResult_2054,Data Scientist,
What is supervise and what is unsupervise,,,,[],Itlize Global,"Jan 10, 2019",InterviewQuestionResult_2055,Data Scientist,
" The system design question was about how to design a large-scale system (think of things like gmail, google search, etc etc.) I won't give the specifics here, but I talked about server redundancy, load balancing, database design, latency, etc etc.",1,,,[],Google,"Jan 10, 2019",InterviewQuestionResult_154,Machine Learning Software Engineer,
NDA!,,,,[],Google,"Jan 9, 2019",InterviewQuestionResult_2053,Data Scientist,
Why do I want to work for the company,,,,['Because I enjoy helping others.'],National General Insurance,"Jan 9, 2019",InterviewQuestionResult_3816,Data Analyst,
Why do you think you'll be a good fit for the positon?,,,,[],Hughes Network Systems,"Jan 9, 2019",InterviewQuestionResult_3817,Business Data Analyst,
How do you do time management?,,,,[],Menefee Associates Consulting,"Jan 9, 2019",InterviewQuestionResult_3818,Data Analyst,
Tell me something you think you are not good at and would like to work on during this internship.,,,,[],Menefee Associates Consulting,"Jan 9, 2019",InterviewQuestionResult_3819,Data Analyst,
What drives you as an analyst?,,,,[],Menefee Associates Consulting,"Jan 9, 2019",InterviewQuestionResult_3820,Data Analyst,
What do you think is the most difficult thing to work in a team?,,,,[],Menefee Associates Consulting,"Jan 9, 2019",InterviewQuestionResult_3821,Data Analyst,
" Experience questions - what coding languages I knew, what my background is, etc.",,,,[],Simons Foundation,"Jan 9, 2019",InterviewQuestionResult_3822,Data Analyst,
How would you measure the effectiveness of the Try Before You Buy Program,,,,[],ThirdLove,"Jan 9, 2019",InterviewQuestionResult_3823,Data Analyst,
Do you know conditional formatting in Tableau?,,,,"[""I haven't used it.""]",Cengage,"Jan 9, 2019",InterviewQuestionResult_3824,Marketing Data Analyst,
What are your strengths and weaknesses in terms of your writing?,,,,[],Acumen,"Jan 9, 2019",InterviewQuestionResult_3825,Data and Policy Analyst - Writer/Coordinator,
Various questions about data. When is a time you ran into a problem while using data? How’d you solve it?,,,,[],Acumen,"Jan 9, 2019",InterviewQuestionResult_3826,Data and Policy Analyst - Writer/Coordinator,
What fields of health policy are you interested in?,,,,[],Acumen,"Jan 9, 2019",InterviewQuestionResult_3827,Data and Policy Analyst - Writer/Coordinator,
Biggest Strength and weakness,,,,[],Liberty Mutual Insurance,"Jan 9, 2019",InterviewQuestionResult_525,Product Analyst,
write a function to sample from a multinomial distribution,1,,,"['wrote code on shared collabedit space. they needed executable code.', 'Looking for interview experience sharing and coaching? Visit https://aonecode.com for ONE-ON-ONE private lessons by FB, Google and Uber engineers! SYSTEM DESIGN ALGORITHMS (conquer DP, Greedy, Graph, Advanced Algorithms, Clean Coding), latest interview questions sorted by companies, mock interviews. Get hired from G, U, FB, Amazon, LinkedIn, Yahoo and other top-tier companies after weeks of training.', 'Hi all. Just wanted to share pretty decent overview for ML engineer interviews at Linkedin: https://www.rooftopslushie.com/request/Linkedin-ML-Engineer-Onsite-320']",LinkedIn,"Jan 8, 2019",InterviewQuestionResult_153,Software Engineer - Machine Learning,
First round was very basic SQL questions which included aggregations and Joins. Next set of rounds were a bit complicated and included large datasets.,,,,[],Udacity,"Jan 8, 2019",InterviewQuestionResult_3810,Data Analyst,
Introduce yourself,,,,['Just some experience that I have.'],IBM,"Jan 8, 2019",InterviewQuestionResult_3811,Data Analyst,
Questions about my projects and previous experience.,,,,[],Ted Todd Insurance,"Jan 8, 2019",InterviewQuestionResult_3812,Data Analyst,
Estimate the number airplanes in the sky at one given time,1,,,[],Medallia,"Jan 8, 2019",InterviewQuestionResult_3813,Data Analyst,
So what have you been doing since we last talked? (i.e. I took as 'What else have you learned about Fiserv?'),,,,[],Fiserv,"Jan 8, 2019",InterviewQuestionResult_3814,Data Analyst,
General data related questions and Ms Excel related questions,,,,[],Symetra,"Jan 8, 2019",InterviewQuestionResult_3815,Data Analyst,
What is the hardest thing you've ever done?,,,,[],GEICO,"Jan 8, 2019",InterviewQuestionResult_524,Product Strategy Analyst,
What are your strengths and weaknesses?,,,,[],WageWorks,"Jan 8, 2019",InterviewQuestionResult_896,Data Integration Engineer I,
Why Amazon?,,,,[],Amazon,"Jan 7, 2019",InterviewQuestionResult_2052,Data Scientist,
What are the core values of FairWarning?,,,,[],FairWarning,"Jan 7, 2019",InterviewQuestionResult_3807,Data Privacy Analyst,
Quantitative Projects I'm working on; word problems; math-oriented problem solving; brainstorming causes for problems that may arise,,,,[],Hopjump,"Jan 7, 2019",InterviewQuestionResult_3808,Data Analyst,
Why InComm of all places?,,,,"[""For me it was because it's the only place in Atlanta that has a job that has to do with what I studied, other places had too many integrated sources, mostly international, InComm is more at home than abroad when it comes to their partners and business dealings, Japan being their biggest customer, but I love Japan so that's actually a plus!""]",InComm,"Jan 7, 2019",InterviewQuestionResult_3809,Data Analyst,
" Given the output of a classification (logistic regression) model, how do you evaluate it and plot the ROC curve? What are some limitations of pandas in your opinion? What are the differences among L1 and L2 regularization?",1,,,[],PointPredictive,"Jan 6, 2019",InterviewQuestionResult_2051,Staff Data Scientist,
Why do you want to work for United?,,,,[],United Airlines,"Jan 6, 2019",InterviewQuestionResult_3804,Data Analyst,
Do you like travel?,,,,[],United Airlines,"Jan 6, 2019",InterviewQuestionResult_3805,Data Analyst,
Tell me about yourself,,,,[],United Airlines,"Jan 6, 2019",InterviewQuestionResult_3806,Data Analyst,
" Questions were both technical and personal, but not prying. Interviewers were looking for the ability to collaborate and to make inferences from data. You will be expected to do one or more coding challenges under time constraints, but are relatively free to approach the problems. Coding challenges involved data transformation and and are not the kind of Google-style exercises that some employers like to use (fizz/buzz, matrix math, etc.)",,,,[],dv01,"Jan 6, 2019",InterviewQuestionResult_894,Data Engineer,
How do you join two tables with all the information on the left one unchanged?,1,,,"['Left outer join', 'Can you please share onsite interview expereince via email at calidatafb@gmail.com']",Facebook,"Jan 6, 2019",InterviewQuestionResult_895,Data Engineer,
Walk me through your resume,,,,['Just walked he or she through my resume'],Acumen,"Jan 5, 2019",InterviewQuestionResult_3800,Data and Policy Analyst,
What is your work experience?,,,,[],Strategic Insight (New York),"Jan 5, 2019",InterviewQuestionResult_3801,Data Analyst,
Where do you see yourself in ten years?,,,,[],Ascension,"Jan 5, 2019",InterviewQuestionResult_3802,Data Integration Analyst,
" I was not informed that he will give a proper scenario to make an income statement which I studied in years back so eventually, I ended up with a disappointment. CRO gave me a case in which I would have to check the profitability of different market segments and you need to write and make the complete income statement to match the answer, unfortunately, I couldn't. I suggest you, everyone, you should ask them first in initial screening that is there any situational tests to write down the scenarios. I was so prepared technically and I knew I gonna crack the interview but he asked me out of the blue.",1,,,[],Foundation Finance,"Jan 5, 2019",InterviewQuestionResult_3803,Data Analyst,
Match furniture in a scene given query pictures plus computer vision basics.,,,,[],Wayfair,"Jan 4, 2019",InterviewQuestionResult_2047,Data Scientist,
Link different devices of the same user plus machine learning basics.,,,,[],Wayfair,"Jan 4, 2019",InterviewQuestionResult_2048,Data Scientist,
A Leetcode problem about arrays.,,,,['Could you give a little more insight into question and the difficulty level?'],Wayfair,"Jan 4, 2019",InterviewQuestionResult_2049,Data Scientist,
What is SVM,,,,[],FICO,"Jan 4, 2019",InterviewQuestionResult_2050,Data Scientist,
What’s your background in databases and back-end engineering?,,,,[],Sigstr,"Jan 4, 2019",InterviewQuestionResult_152,Machine Learning Engineer,
They asked questions about java and what is inheritance.,,,,['I literally gave them the book answer because I was asked that question in a previous interview. The questions were basic like what is inheritance and method overloading vs overriding.'],Radiance Technologies,"Jan 3, 2019",InterviewQuestionResult_151,Machine Learning Engineer,
The interviewer will go through a data project and ask you question later,,,,['Ask as many questions as you can during the decsription.'],Two Sigma,"Jan 3, 2019",InterviewQuestionResult_3798,DATA RESEARCH and ACCELERATION ANALYST,
Describe the projects you've been done previously,,,,[],Two Sigma,"Jan 3, 2019",InterviewQuestionResult_3799,DATA RESEARCH and ACCELERATION ANALYST,
What is the difference between inner and left join?,,,,[],Facebook,"Jan 2, 2019",InterviewQuestionResult_2043,"Data Scientist, SMB",
Code the Fibonacci series.,,,,[],Goldman Sachs,"Jan 2, 2019",InterviewQuestionResult_2044,Associate Data Scientist,
Walk us through a favorite project you worked on recently.,,,,[],ClearMetal,"Jan 2, 2019",InterviewQuestionResult_2045,Data Scientist,
Walk us through a favorite project you worked on recently.,,,,[],ClearMetal,"Jan 2, 2019",InterviewQuestionResult_2046,Data Scientist,
What is your startup Idea?,,,,[],EnvoyAI,"Jan 2, 2019",InterviewQuestionResult_150,Machine Learning Engineer,
" Many ML questions, many behavior questions. ",,,,[],Uber,"Jan 2, 2019",InterviewQuestionResult_3797,Data Analyst,
1.Explain about your Projects 2.Questions on DataScience Algorithms.,,,,[],IBM,"Jan 1, 2019",InterviewQuestionResult_2042,Data Scientist,
Talk about your previous work.,,,,[],Human API,"Dec 31, 2018",InterviewQuestionResult_2041,Senior Data Scientist,
" Details about the ML projects on my resume, hyper-parameter choices, performance, etc.",,,,[],CognitiveScale,"Dec 31, 2018",InterviewQuestionResult_149,Machine Learning Engineer,
" Tell me about yourself . What do you use in SQL, EXCEL and PYTHON? How do handle stress?",,,,[],UNITED COMMERCE CENTERS,"Dec 31, 2018",InterviewQuestionResult_3795,Data Analyst,
asked a lot about SAS queries.,,,,[],J.P. Morgan,"Dec 31, 2018",InterviewQuestionResult_3796,Data Analyst,
" Basic probability & stats questions -- just go through the book Practical Statistics for Data Scientists & Brilliant.org and you'll be all set. But make sure to brush up on PM knowledge as well, since this seems to be what they're really looking for.",,,,"['Hi, Thanks for providing the review. Was there a SQL and Python/R coding session in the onsite interview?']",Glassdoor,"Dec 29, 2018",InterviewQuestionResult_2040,Senior Data Scientist,
do you want to hack dotdash in new york,,,,['no'],Dotdash,"Dec 29, 2018",InterviewQuestionResult_893,Data Engineer,
" Pair programming - practically clean and establish structures for a json datafile. Machine learning - explain past projects, ensemble models, etc. Business case - calculate a retention rate and comment on the findings",1,,,[],FAIR,"Dec 28, 2018",InterviewQuestionResult_2036,Data Scientist,
" Given a sample set of tables, write a sql query to get a summary metric from those tables.",1,,,[],Spotify,"Dec 28, 2018",InterviewQuestionResult_2037,Data Scientist,
" If a team is having suboptimal returns for their portfolio, how do you go about improving them?",,,,[],Principal Financial Group,"Dec 28, 2018",InterviewQuestionResult_2038,Data and Operations Research Scientist,
Tell me about yourself,,,,[],Principal Financial Group,"Dec 28, 2018",InterviewQuestionResult_2039,Data and Operations Research Scientist,
Technical skills description,,,,['What if scenarios.'],C.H. Robinson,"Dec 28, 2018",InterviewQuestionResult_3794,Financial Data Analyst,
Why are you interested in this position.,,,,[],The Home Depot,"Dec 27, 2018",InterviewQuestionResult_3792,Data Analyst,
Describe my vision for the team in the future.,,,,[],SSM Health,"Dec 27, 2018",InterviewQuestionResult_3793,Master Data Analyst,
" System Design , SQL, REST API design, AWS DevOps Questions",,,,[],P\S\L Group,"Dec 27, 2018",InterviewQuestionResult_892,Data Engineer,
" Not a 9-5 job you may be on call and working long hours, how would you handle that.",,,,[],Equifax,"Dec 26, 2018",InterviewQuestionResult_3790,Data Governance Analyst,
" How do you manage projects. Name a time you felt project was not going as planned, how did you handle it.",,,,[],Equifax,"Dec 26, 2018",InterviewQuestionResult_3791,Data Governance Analyst,
Why BookBub? Why this position?,,,,[],BookBub,"Dec 24, 2018",InterviewQuestionResult_3786,Business Data Analyst,
General background,,,,[],Cogo Labs,"Dec 24, 2018",InterviewQuestionResult_3787,Data Analyst,
You'll ALWAYS be asked whether you've done a project with data analysis and to talk about what you did.,,,,[],Acumen,"Dec 24, 2018",InterviewQuestionResult_3788,Data and Policy Analyst - Statistical Programmer,
Explain the most complex problem you have ever solved like you were describing it to a child.,,,,[],Wayfair,"Dec 24, 2018",InterviewQuestionResult_3789,"Data Analytics, Analyst",
What is one thing you're great at?,,,,['well'],Azusa Pacific University,"Dec 23, 2018",InterviewQuestionResult_2035,Data Scientist,
What kind of projects have you worked on,,,,['Large ones'],iSpot.tv,"Dec 23, 2018",InterviewQuestionResult_3784,Data Analyst,
A lot was for culture/team fit. The technical side was around queries and SQL understanding.,,,,[],Podium,"Dec 23, 2018",InterviewQuestionResult_3785,Data Analyst,
Do you know what regular expressions (regex) is?,,,,[],Novant Health,"Dec 22, 2018",InterviewQuestionResult_2031,Data Scientist Co-op,
How good are you with SQL?,,,,[],Novant Health,"Dec 22, 2018",InterviewQuestionResult_2032,Data Scientist Co-op,
Generic Data science questions mostly on the projects that i did.,,,,[],Novant Health,"Dec 22, 2018",InterviewQuestionResult_2033,Data Scientist Co-op,
Why do you think your skills are a good fit for us?,,,,[],Novant Health,"Dec 22, 2018",InterviewQuestionResult_2034,Data Scientist Co-op,
" (1) Given a list of points, find maximum points that lie on a straight line. (2) Given a list of circles (center and radius) on a plane, and two lines parallel to x axis, find whether it is possible to go from x = - inf to x = + inf without crossing any circle.",1,,,['DFS'],Lime,"Dec 22, 2018",InterviewQuestionResult_148,Machine Learning Engineer,
" 1. What are the data-driven questions that should be asked? 2. What is p-value? 3. What is an unbiased estimate? 4. A family with two kids, one of them is known to be a girl, what is the probability of the other kid being a boy? I got tricked by how the question was phrased. I interpreted it as two independent events so I gave the absolute prob. But later I guessed it was asking for conditional but it was too late.",1,,,[],Lime,"Dec 22, 2018",InterviewQuestionResult_3783,Data Analyst,
" Phone screening 1) write a function which takes two parameter shopping_list and store inventory. This function should return true if store has all the inventory which you want to buy. 2) Write a function which takes two parameter shopping_list and list of store object stores[ {distance:8,inventory:’a,b,c}..... etc{. Find the store which has all the inventory and nearest from your home. Onsite interview 1) First round simple question on hashmap 2) generic system deaign interview 3) database design and query 4) last round with manager on general discussion regarding your day to day work.",1,,,[],Zocdoc,"Dec 22, 2018",InterviewQuestionResult_890,Senior Data Engineer,
Flatten a nested dictionary?? ( this was the hardest question in coder pad questions ),1,,,"['Can u elaborate more on the DW, Schema and SQL questions? On-site coming up in few days. Thanks in advance.', 'I recently had an on-site and it was very similar to what was mentioned in this example. The dw scheme and sql questions involved building a dw for an app. Design the dw and then answer business questions. The app example given to me was for air bnbs']",Facebook,"Dec 22, 2018",InterviewQuestionResult_891,Data Engineer,
Data aggregation and significance testing,,,,[],Klaviyo,"Dec 21, 2018",InterviewQuestionResult_2028,Data Scientist,
What are potential weaknesses of that pricing strategy?,,,,[],Wayfair,"Dec 21, 2018",InterviewQuestionResult_2029,Data Scientist,
" Salary expectation, availability, VISA, etc.",,,,[],Foot Locker,"Dec 21, 2018",InterviewQuestionResult_2030,Junior Data Scientist,
Describe a machine learning project you have worked on.,,,,[],CognitiveScale,"Dec 21, 2018",InterviewQuestionResult_147,Machine Learning Engineer,
Normal technical Questions,,,,[],LogisticsNow,"Dec 21, 2018",InterviewQuestionResult_3779,Data Analyst,
" ""How did you like working for a Japanese company that couldn't speak English?"" ",,,,['I obviously left this question unanswered.'],MUFG,"Dec 21, 2018",InterviewQuestionResult_3780,Data Analyst,
Cultural fit.,,,,"[""Cultural fit questions are not explicitly asked (to the candidate), but the themes are noticeable throughout the interview process. This was a major factor in my search, so I made sure I understood and was aligned with DO's core values.""]",DigitalOcean,"Dec 21, 2018",InterviewQuestionResult_3781,Senior Data Analyst,
Two at-home assignments to demonstrate analysis and reporting ability.,,,,"['I asked about the things I was unsure about. I made sure the required portions were adequately answered before moving into the more ""open-ended, put your own stamp on it"" portions. Looking back, I should have done more to show my work and methodology, and that is what I would recommend to other candidates in the future.']",DigitalOcean,"Dec 21, 2018",InterviewQuestionResult_3782,Senior Data Analyst,
" Coding question(s) surrounding a data type, SQL question(s), system design questions, behavioral questions",,,,"['Pro tip: Just know your basics, why you use something, and ways to optimize the process. Ask lots of questions to make sure both you and your interviewer are on the same page.']",One Medical,"Dec 21, 2018",InterviewQuestionResult_889,Data Engineer,
SQL & data structure,,,,"['Looking for interview experience sharing and coaching? Visit https://aonecode.com for ONE-ON-ONE private lessons by FB, Google and Uber engineers! SYSTEM DESIGN ALGORITHMS (conquer DP, Greedy, Graph, Advanced Algorithms, Clean Coding), latest interview questions sorted by companies, mock interviews. Get hired from G, U, FB, Amazon, LinkedIn, Yahoo and other top-tier companies after weeks of training.']",Uber,"Dec 20, 2018",InterviewQuestionResult_2027,Data Scientist,
Why Carat,,,,[],Carat,"Dec 20, 2018",InterviewQuestionResult_3774,Data Analyst,
Describe a project you worked on from start to finish,,,,[],Carat,"Dec 20, 2018",InterviewQuestionResult_3775,Data Analyst,
What’s one thing you want to do differently from your past job,,,,[],Carat,"Dec 20, 2018",InterviewQuestionResult_3776,Data Analyst,
Why do you want to work here?,,,,['Explained that I was making a career change and was looking for a larger company that room for career growth.'],Ascension,"Dec 20, 2018",InterviewQuestionResult_3777,Master Data Analyst,
SQL questions,,,,[],Mathematica,"Dec 20, 2018",InterviewQuestionResult_3778,Data Analyst,
Tell me about your experience at ... company,,,,['honestly tell the story and technique you applied for the project and the result.'],Blue Cross and Blue Shield of North Carolina,"Dec 20, 2018",InterviewQuestionResult_887,Data Engineer,
" How would you design and build a data model to report on active users and number of posts by interface (ipad, iphone, desktop web, etc) given a hierarchy of these interfaces and their rollup groupings, at any and all levels of the hierarchy?",1,,,"['Build a flat structure that shows all of the downstream nodes for each node in the hierarchy, with as is_leaf flag for leaf nodes. Write a query that joins the posts fact table, the active interface dimension table, and the flattened interface hierarchy table, on the downstream node_id, grouping by the ""parent"" node_id.']",Facebook,"Dec 20, 2018",InterviewQuestionResult_888,Data Engineer Manager,
Asked me questions about the projects on my resume,,,,[],Atlantic Media Company,"Dec 19, 2018",InterviewQuestionResult_2025,Data Scientist,
Mostly about Resume.,,,,[],Komodo Health,"Dec 19, 2018",InterviewQuestionResult_2026,Data Scientist,
Basic statistics questions,,,,[],New York Blood Center,"Dec 19, 2018",InterviewQuestionResult_3772,Data Analyst,
" Typical interview questions relating to analytics - tell us about a challenge you had to overcome, a mistake you made and how you handled it, etc.",,,,[],Horizon Media,"Dec 19, 2018",InterviewQuestionResult_3773,Senior Data Analyst,
Not turning up for the first call is the most unexpected thing,,,,[],Securly,"Dec 18, 2018",InterviewQuestionResult_2024,Data Scientist,
How do you think your previous job experiences help succeed in this position?,,,,[],Dell Technologies,"Dec 18, 2018",InterviewQuestionResult_886,Data Engineer,
Which deep learning technique would you use for video compression?,,,,['I would choose architecture similar to that of VAE to find the embeddings into lower dimensional space. This would reduce the dimensions of the frames and eventually compress the video.'],Wayfair,"Dec 17, 2018",InterviewQuestionResult_2021,Data Scientist,
Explain how to interpret this model,,,,[],Udemy,"Dec 17, 2018",InterviewQuestionResult_2022,Senior Data Scientist,
Talk about a data science problem you worked on.,,,,[],Uptake,"Dec 17, 2018",InterviewQuestionResult_2023,Data Scientist,
Why do you want to work for us?,,,,[],Data Migration Resources,"Dec 17, 2018",InterviewQuestionResult_3766,Data Analyst,
What do you think you'll struggle with in this position?,,,,[],Data Migration Resources,"Dec 17, 2018",InterviewQuestionResult_3767,Data Analyst,
What's a hobby outside of information technology that you're invested in?,,,,[],Data Migration Resources,"Dec 17, 2018",InterviewQuestionResult_3768,Data Analyst,
Do you have any experience with SAP or data migration?,,,,[],Data Migration Resources,"Dec 17, 2018",InterviewQuestionResult_3769,Data Analyst,
" A lot of ""tell me about a time"" questions ",,,,[],Asurion,"Dec 17, 2018",InterviewQuestionResult_3770,Data Analyst ||,
" Standard stuff, some technical, some behavioral, nothing really groundbreaking or difficult for the role I was going for.",,,,[],Fortress Investment Group,"Dec 17, 2018",InterviewQuestionResult_3771,Data Operations Analyst,
Theoretical and applied ML questions,,,,['What kind of questions were asked in ML live coding test?'],Ericsson-Worldwide,"Dec 16, 2018",InterviewQuestionResult_2006,Junior Data Scientist,
How do you divide the data into 2 clusters without using unsupervised techniques,1,,,[],Tata Consultancy Services (North America),"Dec 16, 2018",InterviewQuestionResult_2007,Data Scientist,
How do you handle imbalanced data set,1,,,"['SMOTE, over sampling, under sampling,']",Tata Consultancy Services (North America),"Dec 16, 2018",InterviewQuestionResult_2008,Data Scientist,
What is p value,,,,[],Tata Consultancy Services (North America),"Dec 16, 2018",InterviewQuestionResult_2009,Data Scientist,
How do you choose p-value,,,,[],Tata Consultancy Services (North America),"Dec 16, 2018",InterviewQuestionResult_2010,Data Scientist,
How do you choose your features,,,,[],Tata Consultancy Services (North America),"Dec 16, 2018",InterviewQuestionResult_2011,Data Scientist,
How do you choose confidence intervals?,1,,,[],Tata Consultancy Services (North America),"Dec 16, 2018",InterviewQuestionResult_2012,Data Scientist,
Can adjusted rsquare be greater than rsquare ?,,,,[],Tata Consultancy Services (North America),"Dec 16, 2018",InterviewQuestionResult_2013,Data Scientist,
How do you decide the accuracy thresholds use-cases at your current project ?,,,,[],Tata Consultancy Services (North America),"Dec 16, 2018",InterviewQuestionResult_2014,Data Scientist,
Tell me a time when you did not agree with your manager,,,,[],T-Mobile,"Dec 16, 2018",InterviewQuestionResult_2015,Data Scientist,
Tell me a time when you had a problem with the data,,,,[],T-Mobile,"Dec 16, 2018",InterviewQuestionResult_2016,Data Scientist,
How did they celebrate Halloween at your company,,,,[],T-Mobile,"Dec 16, 2018",InterviewQuestionResult_2017,Data Scientist,
" Do you have experience with pandas, shell scripting,spark etc",,,,[],Nielsen,"Dec 16, 2018",InterviewQuestionResult_2018,Data Scientist,
" Explain the process, how you take your model into production from development stage",,,,[],Nielsen,"Dec 16, 2018",InterviewQuestionResult_2019,Data Scientist,
What is your role in your data science team,,,,[],Nielsen,"Dec 16, 2018",InterviewQuestionResult_2020,Data Scientist,
How would you find the number of cardholders with the 5 highest number of transactions in 2018?,1,,,[],ARM Insight,"Dec 16, 2018",InterviewQuestionResult_3765,Senior Data Analyst,
" I have a pile of 50 USD coins. I pick one randomly, what is the probability that I picked a 1 cent coin?",1,,,[],Schlumberger,"Dec 15, 2018",InterviewQuestionResult_2003,Data Scientist,
Tell us a about a time when you worked effectively in a team environment.,,,,[],Capital One,"Dec 15, 2018",InterviewQuestionResult_2004,Data Scientist,
" - Challenge: a new feature added in, how to test its effects. Run hypothesis testing -Phone interview: t-test, p-value, confidence interval, how to decide sample size considering confidence level, a/b testing, metric case: how to evaluate home-page performance. ",1,,,"[""I don't like the interviewer!!! It feels like he is not talking to a live person, he needs to ask questions from list to finish the conversation, (maybe he is from Harvard?) no feedback, no yes or no. Bad experience!!!""]","Quora, Inc.","Dec 15, 2018",InterviewQuestionResult_2005,Data Scientist,
What do you do to be able to keep track of / manage your projects?,,,,['I use Trello and certified in Scrum and in ITIL Service Management.'],HireRight,"Dec 14, 2018",InterviewQuestionResult_3764,Data Analyst-Operations Support Specialist,
A lot of focus on your approach using data to solve open ended questions,,,,[],Workiva,"Dec 13, 2018",InterviewQuestionResult_1996,Data Scientist,
What is your favorite product and why? What could be changed about that product and how would you change it?,1,,,[],Facebook,"Dec 13, 2018",InterviewQuestionResult_1997,Data Scientist,
" Marketplace added a feature, how would you test the impact of that feature?",1,,,[],Facebook,"Dec 13, 2018",InterviewQuestionResult_1998,Data Scientist,
Basic SQL query and split a word into basic components for a function.,1,,,[],Genentech,"Dec 13, 2018",InterviewQuestionResult_1999,Data Scientist,
Walk me through one of your past projects What are your go to approaches at solving any analytical problems?,,,,[],EXL Service,"Dec 13, 2018",InterviewQuestionResult_2000,Data Scientist,
" What is random forest? Is random walk stationary or not, why?",1,,,[],Oracle,"Dec 13, 2018",InterviewQuestionResult_2001,Senior Data Scientist,
What projects have you done using NLP?,,,,[],Jar House,"Dec 13, 2018",InterviewQuestionResult_2002,Data Scientist,
" What is eigenvalue? Som python functions, some SQL functions",,,,[],Zopa,"Dec 13, 2018",InterviewQuestionResult_3762,Data Analyst,
Gave me a description of a dataset then ask about what model would I use.,,,,[],Rebellion Research,"Dec 13, 2018",InterviewQuestionResult_3763,Data Analyst,
Examples of analysis and projects you have completed and how you tackle hypothetical situations.,,,,['It was a different position from what I had experience in so it was difficult to give good answers'],Bankers Financial,"Dec 13, 2018",InterviewQuestionResult_523,Product Analyst,
What's your impression of Samba TV?,,,,[],Samba TV,"Dec 13, 2018",InterviewQuestionResult_881,Data Engineer,
Tell me one of the most interesting projects at work.,,,,[],Samba TV,"Dec 13, 2018",InterviewQuestionResult_882,Data Engineer,
How would you handle it when there are too many business requests from customers?,,,,[],Samba TV,"Dec 13, 2018",InterviewQuestionResult_883,Data Engineer,
How to build a random generator of range 1-7 (integers) given a generator of range 1-5 (integers)?,1,,,[],Samba TV,"Dec 13, 2018",InterviewQuestionResult_884,Data Engineer,
" Overview about data engineering. Some specifics about data pipelines,",,,,[],Synechron,"Dec 13, 2018",InterviewQuestionResult_885,Data Engineer,
Phone screen: Statistics and probability. Take home: Build a machine learning model. CEO: Dimension reduction of signal.,,,,[],Mindstrong,"Dec 12, 2018",InterviewQuestionResult_1994,Data Scientist,
Do you know what we are doing at Nielsen?,,,,[],Nielsen,"Dec 12, 2018",InterviewQuestionResult_1995,Data Scientist,
For software engineer: Create a password generator.,,,,['honestly whatever you want is fine'],Nexus Edge,"Dec 12, 2018",InterviewQuestionResult_146,Software Engineer and Machine Learning,
How much would you charge to clean all of the windows in Cleveland?,,,,"[""This one isn't really designed to have an answer, so I just gave my thought process, which I assume will be a little different for everyone.""]",Flynn Restaurant Group,"Dec 12, 2018",InterviewQuestionResult_3758,Data Analyst,
Tell me a time when you had to step back a bit in your work,,,,[],Convoy,"Dec 12, 2018",InterviewQuestionResult_3759,Data Analyst,
walk me through your best accomplishment at work,,,,[],Convoy,"Dec 12, 2018",InterviewQuestionResult_3760,Data Analyst,
What was your most difficult project,,,,[],Geotab,"Dec 12, 2018",InterviewQuestionResult_3761,Data Analyst,
Most of the questions were behavioral and resume based.,,,,[],AIG,"Dec 10, 2018",InterviewQuestionResult_1991,Underwriting Data Scientist,
